<<<<<<< HEAD
좋아요  여행가서 울 가족 다 사용했답니다좋아요  여행가서 울 가족 다 사용했답니다,긍정
저자극이라서 4살 아기한테 쓸려고 샀어요저자극이라서 4살 아기한테 쓸려고 샀어요,긍정
선물하려고 5개 주문했어요 가격대비 마음에 들어요선물하려고 5개 주문했어요 가격대비 마음에 들어요,긍정
아직 써보진 않았지만 믿고 구매합니다!아직 써보진 않았지만 믿고 구매합니다!,긍정
작년에도 써보니 좋아서 재구매 했어요 작년에도 써보니 좋아서 재구매 했어요 ,긍정
아직 사용전인데 평이 좋아 구매했어요아직 사용전인데 평이 좋아 구매했어요,긍정
잘받았습니다  샘플까지 감사해요잘받았습니다  샘플까지 감사해요,긍정
조금만짜도 넓게 펴발려서 좋네요 조금만짜도 넓게 펴발려서 좋네요 ,긍정
아직은 상품평이 좋아서 구매했는데 처음 쓰는 거라 아직은 잘 모르겠어요트러블은 없는 것 같아요아직은 상품평이 좋아서 구매했는데 처음 쓰는 거라 아직은 잘 모르겠어요트러블은 없는 것 같아요,긍정
아직 사용전인데 만족해요ㅎㅎ아직 사용전인데 만족해요ㅎㅎ,긍정
아직 사용전인데 배송빨라요아직 사용전인데 배송빨라요,긍정
순하다고 해서 구매합니다순하다고 해서 구매합니다,긍정
성분 좋다니 써보려구요성분 좋다니 써보려구요,긍정
미끈거리지않고 좋아요미끈거리지않고 좋아요,긍정
 아이가 좋아하네요 아이가 좋아하네요,긍정
눈안따갑고좋으네여눈안따갑고좋으네여,긍정
항상 사용하는 제품항상 사용하는 제품,긍정
만족해요 좋아요만족해요 좋아요,긍정
딸이 좋다고 이것만 쓸려고 해요딸이 좋다고 이것만 쓸려고 해요,긍정
잘 모르겠어요잘 모르겠어요,부정
좋네요좋네요,긍정
오늘도 잘 사용하고 있어요오늘도 잘 사용하고 있어요,긍정
좋을거같아요 아직 아가한테 직접 안써봤지만 그동안 많은 제품들 써보고 결정한건데 상품평 및 주변 지인들의 평이 좋아서 구매하게 되었어요좋을거같아요 아직 아가한테 직접 안써봤지만 그동안 많은 제품들 써보고 결정한건데 상품평 및 주변 지인들의 평이 좋아서 구매하게 되었어요,긍정
마음에들어요 ㅎㅎ 베이비로션 라인 찾다가 주문했어요마음에 들어요 ㅎㅎ배송도 빠르고 ㅐㅑㅑㅅ잘 사용할게요 ㅎㅎ감사합니다마음에들어요 ㅎㅎ 베이비로션 라인 찾다가 주문했어요마음에 들어요 ㅎㅎ배송도 빠르고 ㅐㅑㅑㅅ잘 사용할게요 ㅎㅎ감사합니다,긍정
아직 사용전이지만 다른것도 아토보스제품 늘 사용해요아직 사용전이지만 다른것도 아토보스제품 늘 사용해요,긍정
지인 소개로 써봅니다천사연구소라니 믿음이 갑니다지인 소개로 써봅니다천사연구소라니 믿음이 갑니다,긍정
아직 사용전이라 잘 모르겠으나 잘 사용해볼게요아직 사용전이라 잘 모르겠으나 잘 사용해볼게요,긍정
조아용 ㅋㅋㅋㅋ조아용 ㅋㅋㅋㅋ,긍정
다른 제품도 써보라고 샘플도 주시네요썬크림 양은 좀 작아요나중에 하나더 주문해야겠어요배송도 빠른편입니다다른 제품도 써보라고 샘플도 주시네요썬크림 양은 좀 작아요나중에 하나더 주문해야겠어요배송도 빠른편입니다,긍정
백탁현상 있지만 뻑뻑하지 않아서 애기 발라주기 좋을 것 같아요좋은 성분 믿보 잘 써볼게요백탁현상 있지만 뻑뻑하지 않아서 애기 발라주기 좋을 것 같아요좋은 성분 믿보 잘 써볼게요,긍정
매번 아이 썬블럭으로 사용하는데 차단지수가 낮은게 흠이라면 흠 아이한테 위해성분 없는걸루다 고르고 고른 제품매번 아이 썬블럭으로 사용하는데 차단지수가 낮은게 흠이라면 흠 아이한테 위해성분 없는걸루다 고르고 고른 제품,부정
아이들이 쓸거라 아이들용으로 검색해서 구매했어요백탁현상이 심하거나 하진 않은듯하고 좀 매트하네요 좀 더 써보고 재구매결정하려구요아이들이 쓸거라 아이들용으로 검색해서 구매했어요백탁현상이 심하거나 하진 않은듯하고 좀 매트하네요 좀 더 써보고 재구매결정하려구요,부정
백탁현상이 있네욤  바르고 30준 외출했는데 아가 피부에 오돌토돌 ㅠㅠ 그래도 성분은 위험성분 없으니깐백탁현상이 있네욤  바르고 30준 외출했는데 아가 피부에 오돌토돌 ㅠㅠ 그래도 성분은 위험성분 없으니깐,부정
배송빨라요 선크림 항상 남는데 크기 작아서 좋아요4살아기 쓰려고 주믄햇어요 아직은 안 써봣는데 구매평이 좋아서 좋을꺼라 생각해요배송빨라요 선크림 항상 남는데 크기 작아서 좋아요4살아기 쓰려고 주믄햇어요 아직은 안 써봣는데 구매평이 좋아서 좋을꺼라 생각해요,긍정
써볼께요 외출시 바르려고 샀어요끈적이지 않는거 같아요선크림용 얼굴 세안제가 필요할거 같아요양이 많지 않네요써볼께요 외출시 바르려고 샀어요끈적이지 않는거 같아요선크림용 얼굴 세안제가 필요할거 같아요양이 많지 않네요,긍정
좋아요 아이들 쓰기 좋은 것 같아요좋아요 아이들 쓰기 좋은 것 같아요,긍정
빠른 배송 샘플 감사요 아직 써보진 않았지만 기대해봅니다빠른 배송 샘플 감사요 아직 써보진 않았지만 기대해봅니다,긍정
약간의백탁현상딱좋구용바르고나면 윤이나서 더이뻐용약간의백탁현상딱좋구용바르고나면 윤이나서 더이뻐용,긍정
백탁현상 없어서 좋아요백탁현상 없어서 좋아요,긍정
음 백탁? 진짜 열심히 두드리고 펴발라야해요그래도 하얗당 ㅠㅠ 바르다가 손아파요 ㅋㅋ더 열심히 두드려볼게용음 백탁? 진짜 열심히 두드리고 펴발라야해요그래도 하얗당 ㅠㅠ 바르다가 손아파요 ㅋㅋ더 열심히 두드려볼게용,부정
ㅈㅐ구매하네요그냥 무난하고요초등고학년인 울딸은 좀 하얘진다고좋아해요,긍정
아직 써 보진 않았지만 상태는 괜찮아요아직 써 보진 않았지만 상태는 괜찮아요,긍정
잘받았습니다사용해보니 좋네요저렴하게 구입했어요,긍정
눈안따갑고 좋으네요 발림성도 좋구요눈안따갑고 좋으네요 발림성도 좋구요,긍정
배송빠르고 저렴하고 좋네용ㅎ배송빠르고 저렴하고 좋네용ㅎ,긍정
많이 끈적거리지 않아 좋아요많이 끈적거리지 않아 좋아요,긍정
늘 쓰던거라 쓰켰어요 좋아요늘 쓰던거라 쓰켰어요 좋아요,긍정
순하고 냄새가 많이 안남순하고 냄새가 많이 안남,긍정
좋아요이것만 사용합니다,긍정
아이들과 함께 사용하는데 너무 좋아요백탁현상 없이 산뜻하게 마무리 되어 매번 이것만 사용하게 되네요아이들과 함께 사용하는데 너무 좋아요백탁현상 없이 산뜻하게 마무리 되어 매번 이것만 사용하게 되네요,긍정
잘 샀어요야외놀이 자주 하는 요즘 저렴하게 구매해서 잘 쓰고 있어요 잘 안지워져서 같이 보내 준 클렌징티슈 필수네요,긍정
선크림 선크림 2개랑 티슈 들어 있어서 유용하게 사용 할 듯요피부가 민감한 딸 아이 이 제품 사용하니까 좋다고 하네요 배송도 빠르고 상품도 만족합니다,긍정
순하고 향도 좋고다른 제품은 애들이 쓰면 뭐 나고 그랬는데 이건 괜찮아요 이것만 써요,긍정
좋아요생각보다는 끈적이지 않아요 선로션이 넘 약한가 싶어서 구매했어요,긍정
항상 애기가 10년째 이거 써여 믿고 쓰니까 잘 만들어주세요항상 애기가 10년째 이거 써여 믿고 쓰니까 잘 만들어주세요,긍정
아직 써보진않앗지만 배송도빠르고 저렴하게 구입잘햇네요아직 써보진않앗지만 배송도빠르고 저렴하게 구입잘햇네요,긍정
잘 발려요 자외선 차단 효과도 기대해봅니다잘 발려요 자외선 차단 효과도 기대해봅니다,긍정
썬크림늘 쓰던 썬크림입니다올해도 잘써볼께요,긍정
부드럽고 좋아요 잘 쓸께요 감사합니다부드럽고 좋아요 잘 쓸께요 감사합니다,긍정
향도 좋고 끈적임 없어 이거로 쓰네요향도 좋고 끈적임 없어 이거로 쓰네요,긍정
순해서  좋아요 거의 다 써가네요순해서  좋아요 거의 다 써가네요,긍정
썬크림 잘사용하고있어요항상 쓰던건라 믿고 쓰고 있어요,긍정
빠른배송 좋은 가격 굿입니다빠른배송 좋은 가격 굿입니다,긍정
너무 기름지지 않고 좋아요너무 기름지지 않고 좋아요,긍정
좋아요저렴하게 구매해서 좋아요,긍정
가격저렴하고 향도 좋아요가격저렴하고 향도 좋아요,긍정
항상쓰는 제품입니다항상쓰는 제품입니다,긍정
만족해요가격대비 만족해요,긍정
순해서  좋아요 거의 다 써가네요순해서  좋아요 거의 다 써가네요,긍정
썬크림 잘사용하고있어요항상 쓰던건라 믿고 쓰고 있어요,긍정
빠른배송 좋은 가격 굿입니다빠른배송 좋은 가격 굿입니다,긍정
너무 기름지지 않고 좋아요너무 기름지지 않고 좋아요,긍정
좋아요저렴하게 구매해서 좋아요,긍정
가격저렴하고 향도 좋아요가격저렴하고 향도 좋아요,긍정
항상쓰는 제품입니다항상쓰는 제품입니다,긍정
만족해요가격대비 만족해요,긍정
배송이 빠릅니다배송이 빠릅니다,긍정
그린핑거 크림 쓰고있어서 선크림도 구매해봤어요 배송은 조금 느렸어요ㅠ그린핑거 크림 쓰고있어서 선크림도 구매해봤어요 배송은 조금 느렸어요ㅠ,부정
처음 구매해봅니다기존에 아이 쓰던게 있는데 그린핑거 가격이 저렴하기도해서 처음 구매해봅니다 아이 피부에 잘 맞았으면 좋겠네요,긍정
만족합니다 배송도빠르고 감사합니다만족합니다 배송도빠르고 감사합니다,긍정
끈적임이 없어서 좋아요저희 가족은 다 그린핑거만 사용합니다끈적임이 없어서 좋아요저희 가족은 다 그린핑거만 사용합니다,긍정
상품의 질이 매우뛰어납니다 매상품의 질이 매우뛰어납니다 매우 만족하고 있으며 추후에 반드시또 구매하겠습니다양질의 상품을 배송해주셔서 감사합니다또 주문할께요상품의 질이 매우뛰어납니다 매우 만족하고 있으며 추후에 반드시또 구매하겠습니다양질의 상품을 배송해주셔서 감사합니다또 주문할께요,긍정
빠른배송에 저렴한 가격으로 구매해서 좋아요빠른배송에 저렴한 가격으로 구매해서 좋아요,긍정
잘받았어요!순해서 좋던데 잘 사용할게요ㅎㅎ잘받았어요!순해서 좋던데 잘 사용할게요ㅎㅎ2개의 포토리뷰2개의 포토리뷰,긍정
최고예요늘 애용중인 제품입니다 마음에 들어요,긍정
재구매했어요 잘 사용중에 있습니다재구매했어요 잘 사용중에 있습니다,긍정
배송도 빠르고 마음에 들어요배송도 빠르고 마음에 들어요,긍정
아리을한테 좋을고 같아요아리을한테 좋을고 같아요,긍정
배송 빠르고 상품 좋아요배송 빠르고 상품 좋아요,긍정
좋아요어른도 같이 써요어어,긍정
좋아요ㅡ잘받았어요ㅡ여름대비 선크림장만했네요아직안썼는데 괜찮을것같네요ㅡ,긍정
순하구 좋대요남편이 매일 발라요어른 썬크림은 얼굴이 뒤집어 지고 해서 항상 구매하는 제품입니다사은품 클렌징티슈 감사합니다,긍정
발림성도 좋고 백탁현상 없이 깔끔하게 흡수되어 매번 이것만 쓰고 있습니다중학생 딸도 예민한 피부인데 이 제품은 자극없이 순하다며 애용하고 있네요발림성도 좋고 백탁현상 없이 깔끔하게 흡수되어 매번 이것만 쓰고 있습니다중학생 딸도 예민한 피부인데 이 제품은 자극없이 순하다며 애용하고 있네요,긍정
좋아요아이라 썬크림쓰고 클렌징할때 힘들었는데 클렌징티슈까지 와서 좋아요,긍정
포장이다찢어져서왔어요 배송중문제인것같아요포장이다찢어져서왔어요 배송중문제인것같아요,부정
우리아이랑은 좀 안맞는듯 해요..개인차는있으니깐요,부정
제품은 좋은데 냄새가 역해요,부정
좋은데 냄새가 역해요,부정
항상쓰는거에요,긍정
끈적이지 않고 산뜻한 타입이에요,긍정
가격대비 양이 적어요ㅜㅜ,부정
좋아요,긍정
너무 좋습니다 향도 굿,긍정
아이가 원해서 구매해봤어요,긍정
정말 배송이 별로,부정
좋은데 유분기가 조금 있네요,부정
제품은 좋은데 향이 강한 것 같아요,부정
"아직 사용전이긴한데, 닥터아토브랜드 믿고 구매했네요",긍정
